Stream,Core Subjects,Optional Subject,Hobbies,Extracurricular Activities,Preferred Career,Possible Courses
Commerce,"Accounts, Business Studies, Economics",Math,Sports,Robotics Club,Economist,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), B.Sc (Statistics), BBA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Fitness,Drama Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Blogging,Athletics,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Sports,Art Exhibitions,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Dance,NCC,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Photography,Debate Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Physical Education,Theater,Stock Club,Journalist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Investing,Entrepreneurship Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Poetry,NCC,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Coding,Science Fair,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Biology,Poetry,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Dance,MUN,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Theater,Music Band,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Fine Arts,Photography,Entrepreneurship Club,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Blogging,Art Exhibitions,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Painting,Drama Club,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCB,"Physics, Chemistry, Biology",Biology,Poetry,Science Fair,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Fine Arts,Writing,MUN,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Painting,Music Band,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Arts,"History, Political Science, Sociology",Physical Education,Investing,Olympiads,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Blogging,MUN,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Chess,Stock Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Fine Arts,Poetry,Art Exhibitions,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Painting,Music Band,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Blogging,Science Fair,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Fitness,Stock Club,Business Manager,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Sports,MUN,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Coding,Debate Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Poetry,Music Band,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Chess,MUN,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Theater,Drama Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Chess,Literature Fest,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Biology,Sports,Debate Club,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Chess,Stock Club,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Math,Photography,Entrepreneurship Club,Entrepreneur,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Business Analytics), BBA (Finance)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Poetry,Science Fair,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Writing,Debate Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Arts,"History, Political Science, Sociology",Psychology,Theater,Robotics Club,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Coding,MUN,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Photography,Olympiads,Business Manager,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCB,"Physics, Chemistry, Biology",Biology,Photography,Literature Fest,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Fitness,Literature Fest,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Photography,Robotics Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Music,Olympiads,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Investing,Drama Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Writing,MUN,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Fitness,Literature Fest,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Music,Literature Fest,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Writing,Olympiads,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Music,Debate Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Music,Olympiads,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Writing,Drama Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Biology,Poetry,Athletics,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Coding,Art Exhibitions,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Painting,Stock Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Coding,Science Fair,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Chess,NCC,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Painting,Stock Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Math,Painting,Robotics Club,Economist,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Dance,Music Band,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Writing,Stock Club,Business Manager,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Arts,"History, Political Science, Sociology",Physical Education,Poetry,Entrepreneurship Club,Artist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Blogging,Stock Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Writing,Stock Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Sociology,Chess,Literature Fest,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Music,Art Exhibitions,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Psychology,Theater,Athletics,Journalist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Painting,Stock Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Painting,Science Fair,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Sports,Debate Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Dance,MUN,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Dance,Debate Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Dance,Music Band,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Photography,Art Exhibitions,Business Manager,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Commerce,"Accounts, Business Studies, Economics",Math,Chess,Drama Club,Business Manager,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Sports,MUN,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Coding,Art Exhibitions,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Biology,Painting,Science Fair,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Fitness,MUN,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Dance,Debate Club,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Writing,Debate Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Poetry,Music Band,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Physical Education,Theater,Robotics Club,Lawyer,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Coding,Music Band,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Writing,Debate Club,Lawyer,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Gaming,Robotics Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Poetry,MUN,Journalist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Theater,Robotics Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Math,Blogging,Literature Fest,Entrepreneur,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Business Analytics), BBA (Finance)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Theater,Robotics Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Arts,"History, Political Science, Sociology",Sociology,Writing,Art Exhibitions,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Sports,Debate Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Blogging,Olympiads,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Arts,"History, Political Science, Sociology",Fine Arts,Writing,Literature Fest,Teacher,"B.Ed, BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism)"
Science_PCM,"Physics, Chemistry, Math",Biology,Theater,Art Exhibitions,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Investing,Athletics,Psychologist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Arts,"History, Political Science, Sociology",Fine Arts,Chess,Music Band,Social Worker,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Sociology,Fitness,Entrepreneurship Club,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Sports,Robotics Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Commerce,"Accounts, Business Studies, Economics",Math,Fitness,Athletics,Business Manager,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), B.Sc (Statistics), BBA"
Arts,"History, Political Science, Sociology",Psychology,Gaming,Literature Fest,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Poetry,Literature Fest,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Photography,MUN,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Chess,Entrepreneurship Club,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Arts,"History, Political Science, Sociology",Physical Education,Painting,Stock Club,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCM,"Physics, Chemistry, Math",Biology,Photography,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Arts,"History, Political Science, Sociology",Physical Education,Chess,Robotics Club,Artist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Commerce,"Accounts, Business Studies, Economics",Math,Investing,Stock Club,Business Manager,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Arts,"History, Political Science, Sociology",Sociology,Gaming,Music Band,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Gaming,Athletics,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Chess,NCC,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Photography,Entrepreneurship Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Arts,"History, Political Science, Sociology",Sociology,Coding,Science Fair,Lawyer,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Music,Athletics,Entrepreneur,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Painting,Stock Club,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Blogging,Art Exhibitions,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Blogging,Robotics Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Math,Chess,Olympiads,Financial Analyst,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Investing,Art Exhibitions,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Math,Poetry,Drama Club,Financial Analyst,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Investing,NCC,Economist,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Gaming,Robotics Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Sociology,Writing,Literature Fest,Social Worker,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Fine Arts,Writing,Olympiads,Social Worker,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Poetry,Debate Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Dance,Olympiads,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Fitness,Music Band,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Poetry,Art Exhibitions,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Writing,Drama Club,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Physical Education,Painting,Science Fair,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Blogging,Debate Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Chess,Athletics,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Theater,Olympiads,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Theater,Music Band,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Sports,Science Fair,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Poetry,Robotics Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Photography,Music Band,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
